species,individualID,materialSampleID,decimalLatitude,decimalLongitude,locationID_short,depthOfBottomInMetersCorrected,depthOfColonyinMetersCorrected,depthOfColonyinMeters,locationID,clusterID_num
Aken,Aken-1440,RRAP-ECT01-2023-Aken-NTDR-Aken-1440,-14.74249765,145.512233,NDIR,NA,-0.2,2.3,NDIR_152,204
Aken,Aken-1438,RRAP-ECT01-2023-Aken-NTDR-Aken-1438,-14.74248357,145.5121037,NDIR,NA,0.3,2.8,NDIR_156,204
Aken,Aken-1431,RRAP-ECT01-2023-Aken-NTDR-Aken-1431,-14.74247804,145.5125633,NDIR,NA,0.6,3.1,NDIR_158,204
Aken,Aken-1437,RRAP-ECT01-2023-Aken-NTDR-Aken-1437,-14.74246077,145.5121414,NDIR,NA,-0.4,2.1,NDIR_160,204
Aken,Aken-1436,RRAP-ECT01-2023-Aken-NTDR-Aken-1436,-14.74241233,145.5121828,NDIR,NA,0,2.5,NDIR_163,204
Aken,Aken-1432,RRAP-ECT01-2023-Aken-NTDR-Aken-1432,-14.74239355,145.5123996,NDIR,NA,2.2,4.7,NDIR_170,204
Aken,Aken-1434,RRAP-ECT01-2023-Aken-NTDR-Aken-1434,-14.74238777,145.5122341,NDIR,NA,1.5,4,NDIR_173,204
Aken,Aken-1433,RRAP-ECT01-2023-Aken-NTDR-Aken-1433,-14.74238726,145.5122819,NDIR,NA,-0.1,2.4,NDIR_174,204
Aken,Aken-1325,RRAP-ECT01-2023-Aken-NTDR-Aken-1325,-14.74238081,145.5120582,NDIR,NA,0.2,2.7,NDIR_176,204
Aken,Aken-1324,RRAP-ECT01-2023-Aken-NTDR-Aken-1324,-14.74237788,145.5120587,NDIR,NA,-0.1,2.4,NDIR_178,204
Aken,Aken-1435,RRAP-ECT01-2023-Aken-NTDR-Aken-1435,-14.74236229,145.5122106,NDIR,NA,1.5,4,NDIR_180,204
Aken,Aken-1321,RRAP-ECT01-2023-Aken-NTDR-Aken-1321,-14.74235952,145.5123116,NDIR,NA,1.1,3.6,NDIR_182,204
Aken,Aken-1320,RRAP-ECT01-2023-Aken-NTDR-Aken-1320,-14.74234636,145.5123385,NDIR,NA,0.4,2.9,NDIR_183,204
Aken,Aken-1406,RRAP-ECT01-2023-Aken-NTDR-Aken-1406,-14.74219649,145.5119117,NDIR,NA,-0.1,2.4,NDIR_203,205
Aken,Aken-1410,RRAP-ECT01-2023-Aken-NTDR-Aken-1410,-14.74219574,145.5113795,NDIR,NA,0.8,3.2,NDIR_204,205
Aken,Aken-1409,RRAP-ECT01-2023-Aken-NTDR-Aken-1409,-14.74213899,145.511375,NDIR,NA,1,3.4,NDIR_210,205
Aken,Aken-1408,RRAP-ECT01-2023-Aken-NTDR-Aken-1408,-14.74213111,145.5116542,NDIR,NA,1.6,4,NDIR_211,205
Aken,Aken-1407,RRAP-ECT01-2023-Aken-NTDR-Aken-1407,-14.74212214,145.5117554,NDIR,NA,0,2.4,NDIR_212,205
Aken,Aken-1355,RRAP-ECT01-2023-Aken-NONA-Aken-1355,-14.65159189,145.6392939,NONA,NA,1.9,3.4,NONA_1,208
Aken,Aken-1358,RRAP-ECT01-2023-Aken-NONA-Aken-1358,-14.65152978,145.6392287,NONA,NA,1.4,2.9,NONA_2,208
Aken,Aken-1359,RRAP-ECT01-2023-Aken-NONA-Aken-1359,-14.65150497,145.6392085,NONA,NA,1.6,3,NONA_3,208
Aken,Aken-1360,RRAP-ECT01-2023-Aken-NONA-Aken-1360,-14.65150153,145.6390363,NONA,NA,4.1,5.5,NONA_4,209
Aken,Aken-1354,RRAP-ECT01-2023-Aken-NONA-Aken-1354,-14.65145401,145.6393321,NONA,NA,1.6,3.1,NONA_5,210
Aken,Aken-1326,RRAP-ECT01-2023-Aken-NONA-Aken-1326,-14.6514442,145.6390163,NONA,NA,3.9,6.1,NONA_6,209
Aken,Aken-1353,RRAP-ECT01-2023-Aken-NONA-Aken-1353,-14.65125712,145.6393726,NONA,NA,1.8,3.3,NONA_7,211
Aken,Aken-1332,RRAP-ECT01-2023-Aken-NONA-Aken-1332,-14.6512173,145.6382539,NONA,NA,3.6,6,NONA_8,212
Aken,Aken-1333,RRAP-ECT01-2023-Aken-NONA-Aken-1333,-14.65121202,145.6382453,NONA,NA,3,5.4,NONA_9,212
Aken,Aken-1331,RRAP-ECT01-2023-Aken-NONA-Aken-1331,-14.65119098,145.6382735,NONA,NA,4,6.4,NONA_12,212
Aken,Aken-1304,RRAP-ECT01-2023-Aken-NONA-Aken-1304,-14.65115586,145.6383401,NONA,NA,1.1,3.4,NONA_15,212
Aken,Aken-1327,RRAP-ECT01-2023-Aken-NONA-Aken-1327,-14.65115561,145.6388503,NONA,NA,2,4.2,NONA_16,213
Aken,Aken-1302,RRAP-ECT01-2023-Aken-NONA-Aken-1302,-14.65115394,145.6383015,NONA,NA,1.1,3.4,NONA_17,212
Aken,Aken-1303,RRAP-ECT01-2023-Aken-NONA-Aken-1303,-14.65113918,145.6383907,NONA,NA,1.8,4.1,NONA_19,212
Aken,Aken-1335,RRAP-ECT01-2023-Aken-NONA-Aken-1335,-14.65113013,145.638273,NONA,NA,1.7,4.1,NONA_21,212
Aken,Aken-1301,RRAP-ECT01-2023-Aken-NONA-Aken-1301,-14.65112376,145.6382704,NONA,NA,1.4,3.7,NONA_23,212
Aken,Aken-1334,RRAP-ECT01-2023-Aken-NONA-Aken-1334,-14.65108939,145.6382543,NONA,NA,1.9,4.3,NONA_29,212
Aken,Aken-1306,RRAP-ECT01-2023-Aken-NONA-Aken-1306,-14.65104631,145.6384497,NONA,NA,0.9,3.2,NONA_37,212
Aken,Aken-1305,RRAP-ECT01-2023-Aken-NONA-Aken-1305,-14.65103734,145.6384377,NONA,NA,1.6,3.9,NONA_39,212
Aken,Aken-1307,RRAP-ECT01-2023-Aken-NONA-Aken-1307,-14.65100516,145.6384946,NONA,NA,1.4,3.7,NONA_48,212
Aken,Aken-1328,RRAP-ECT01-2023-Aken-NONA-Aken-1328,-14.65100474,145.6388443,NONA,NA,1.6,3.8,NONA_49,214
Aken,Aken-1336,RRAP-ECT01-2023-Aken-NONA-Aken-1336,-14.65099879,145.6382994,NONA,NA,1.1,3.5,NONA_50,212
Aken,Aken-1343,RRAP-ECT01-2023-Aken-NONA-Aken-1343,-14.650992,145.6387967,NONA,NA,1.9,4.1,NONA_54,214
Aken,Aken-1330,RRAP-ECT01-2023-Aken-NONA-Aken-1330,-14.65098739,145.6382776,NONA,NA,0.8,3.1,NONA_58,212
Aken,Aken-1344,RRAP-ECT01-2023-Aken-NONA-Aken-1344,-14.65096802,145.6387847,NONA,NA,2.3,4.5,NONA_64,214
Aken,Aken-1308,RRAP-ECT01-2023-Aken-NONA-Aken-1308,-14.65095478,145.638527,NONA,NA,1.6,3.9,NONA_68,212
Aken,Aken-1337,RRAP-ECT01-2023-Aken-NONA-Aken-1337,-14.6509516,145.6382628,NONA,NA,0.9,3.2,NONA_73,212
Aken,Aken-1309,RRAP-ECT01-2023-Aken-NONA-Aken-1309,-14.65094497,145.6385154,NONA,NA,3.4,5.7,NONA_76,212
Aken,Aken-1352,RRAP-ECT01-2023-Aken-NONA-Aken-1352,-14.65092528,145.6392295,NONA,NA,2,3.6,NONA_82,215
Aken,Aken-1329,RRAP-ECT01-2023-Aken-NONA-Aken-1329,-14.65090784,145.6382346,NONA,NA,1.5,3.7,NONA_92,212
Aken,Aken-1310,RRAP-ECT01-2023-Aken-NONA-Aken-1310,-14.65090122,145.6385152,NONA,NA,2.3,4.6,NONA_95,212
Aken,Aken-1345,RRAP-ECT01-2023-Aken-NONA-Aken-1345,-14.65088605,145.6387328,NONA,NA,2.1,4.3,NONA_99,214
Aken,Aken-1311,RRAP-ECT01-2023-Aken-NONA-Aken-1311,-14.6508697,145.6385142,NONA,NA,0.3,2.6,NONA_105,212
Aken,Aken-1340,RRAP-ECT01-2023-Aken-NONA-Aken-1340,-14.65085395,145.6381966,NONA,NA,4.9,7.2,NONA_111,212
Aken,Aken-1351,RRAP-ECT01-2023-Aken-NONA-Aken-1351,-14.65085286,145.6393053,NONA,NA,1.5,3.1,NONA_113,215
Aken,Aken-1312,RRAP-ECT01-2023-Aken-NONA-Aken-1312,-14.650834,145.6384836,NONA,NA,0.7,3,NONA_117,212
Aken,Aken-1315,RRAP-ECT01-2023-Aken-NONA-Aken-1315,-14.65082629,145.6382504,NONA,NA,-0.2,2.2,NONA_120,212
Aken,Aken-1339,RRAP-ECT01-2023-Aken-NONA-Aken-1339,-14.65082251,145.6382101,NONA,NA,5.7,8,NONA_122,212
Aken,Aken-1313,RRAP-ECT01-2023-Aken-NONA-Aken-1313,-14.65081288,145.6384807,NONA,NA,0.9,3.2,NONA_123,212
Aken,Aken-1338,RRAP-ECT01-2023-Aken-NONA-Aken-1338,-14.65078865,145.6382049,NONA,NA,5.2,7.5,NONA_125,212
Aken,Aken-1350,RRAP-ECT01-2023-Aken-NONA-Aken-1350,-14.65078144,145.6393708,NONA,NA,2.1,3.7,NONA_126,215
Aken,Aken-1314,RRAP-ECT01-2023-Aken-NONA-Aken-1314,-14.65075387,145.6383759,NONA,NA,0.8,3.1,NONA_128,212
Aken,Aken-1349,RRAP-ECT01-2023-Aken-NONA-Aken-1349,-14.6507314,145.6394299,NONA,NA,2.7,4.3,NONA_129,215
Aken,Aken-1341,RRAP-ECT01-2023-Aken-NONA-Aken-1341,-14.6506506,145.6387634,NONA,NA,3.1,5.4,NONA_130,216
Aken,Aken-1348,RRAP-ECT01-2023-Aken-NONA-Aken-1348,-14.65062336,145.6394039,NONA,NA,1.1,2.7,NONA_131,217
Aken,Aken-1342,RRAP-ECT01-2023-Aken-NONA-Aken-1342,-14.65061121,145.638905,NONA,NA,1.8,4,NONA_132,218
Aken,Aken-1347,RRAP-ECT01-2023-Aken-NONA-Aken-1347,-14.65059369,145.6394033,NONA,NA,0.4,2.1,NONA_133,217
Aken,Aken-1346,RRAP-ECT01-2023-Aken-NONA-Aken-1346,-14.65046075,145.6391821,NONA,NA,0.9,2.6,NONA_134,219
Aken,Aken-1472,RRAP-ECT01-2023-Aken-HICK-Aken-1472,-14.47547595,145.5018357,HICK,NA,5.5,6.5,HICK_1,151
Aken,Aken-1471,RRAP-ECT01-2023-Aken-HICK-Aken-1471,-14.47540445,145.5019662,HICK,NA,4.7,5.7,HICK_2,152
Aken,Aken-1470,RRAP-ECT01-2023-Aken-HICK-Aken-1470,-14.47539045,145.5019646,HICK,NA,4.7,5.7,HICK_3,152
Aken,Aken-1467,RRAP-ECT01-2023-Aken-HICK-Aken-1467,-14.47536732,145.5020581,HICK,NA,5.4,6.4,HICK_4,152
Aken,Aken-1468,RRAP-ECT01-2023-Aken-HICK-Aken-1468,-14.4753586,145.5020487,HICK,NA,4.2,5.2,HICK_5,152
Aken,Aken-1469,RRAP-ECT01-2023-Aken-HICK-Aken-1469,-14.47535324,145.5020175,HICK,NA,4.7,5.7,HICK_6,152
Aken,Aken-1466,RRAP-ECT01-2023-Aken-HICK-Aken-1466,-14.47535056,145.5021311,HICK,NA,5.5,6.5,HICK_7,152
Aken,Aken-1465,RRAP-ECT01-2023-Aken-HICK-Aken-1465,-14.47534922,145.5021107,HICK,NA,5.5,6.5,HICK_8,152
Aken,Aken-1464,RRAP-ECT01-2023-Aken-HICK-Aken-1464,-14.47529716,145.5021579,HICK,NA,5.5,6.5,HICK_9,152
Aken,Aken-1463,RRAP-ECT01-2023-Aken-HICK-Aken-1463,-14.47525886,145.5022124,HICK,NA,5.8,6.8,HICK_10,152
Aken,Aken-1462,RRAP-ECT01-2023-Aken-HICK-Aken-1462,-14.47518376,145.5023132,HICK,NA,4.3,5.3,HICK_15,153
Aken,Aken-1461,RRAP-ECT01-2023-Aken-HICK-Aken-1461,-14.47510446,145.5024672,HICK,NA,3.2,4.2,HICK_23,153
Aken,Aken-1460,RRAP-ECT01-2023-Aken-HICK-Aken-1460,-14.47507144,145.5025827,HICK,NA,3.2,4.2,HICK_34,153
Aken,Aken-1459,RRAP-ECT01-2023-Aken-HICK-Aken-1459,-14.4750121,145.5026657,HICK,NA,5,6,HICK_44,153
Aken,Aken-1384,RRAP-ECT01-2023-Aken-HICK-Aken-1384,-14.47499726,145.5026986,HICK,NA,4.7,5.7,HICK_46,153
Aken,Aken-1458,RRAP-ECT01-2023-Aken-HICK-Aken-1458,-14.47495988,145.5028271,HICK,NA,3,4,HICK_55,153
Aken,Aken-1383,RRAP-ECT01-2023-Aken-HICK-Aken-1383,-14.47495501,145.5027092,HICK,NA,4.2,5.2,HICK_56,153
Aken,Aken-1382,RRAP-ECT01-2023-Aken-HICK-Aken-1382,-14.47491143,145.5027752,HICK,NA,3.1,4.1,HICK_58,153
Aken,Aken-1385,RRAP-ECT01-2023-Aken-HICK-Aken-1385,-14.47490782,145.5028383,HICK,NA,5.3,6.3,HICK_59,153
Aken,Aken-1381,RRAP-ECT01-2023-Aken-HICK-Aken-1381,-14.47490682,145.5027822,HICK,NA,2.6,3.6,HICK_61,153
Aken,Aken-1456,RRAP-ECT01-2023-Aken-HICK-Aken-1456,-14.47488913,145.5029149,HICK,NA,3.7,4.7,HICK_66,153
Aken,Aken-1379,RRAP-ECT01-2023-Aken-HICK-Aken-1379,-14.47487857,145.5028521,HICK,NA,3.5,4.5,HICK_68,153
Aken,Aken-1457,RRAP-ECT01-2023-Aken-HICK-Aken-1457,-14.47487849,145.5029169,HICK,NA,3,4,HICK_69,153
Aken,Aken-1386,RRAP-ECT01-2023-Aken-HICK-Aken-1386,-14.47487832,145.5029119,HICK,NA,5.4,6.4,HICK_70,153
Aken,Aken-1380,RRAP-ECT01-2023-Aken-HICK-Aken-1380,-14.47487363,145.5028441,HICK,NA,3.3,4.3,HICK_71,153
Aken,Aken-1378,RRAP-ECT01-2023-Aken-HICK-Aken-1378,-14.47485494,145.5028774,HICK,NA,3.5,4.5,HICK_75,153
Aken,Aken-1455,RRAP-ECT01-2023-Aken-HICK-Aken-1455,-14.47482811,145.5029254,HICK,NA,5.8,6.8,HICK_83,153
Aken,Aken-1373,RRAP-ECT01-2023-Aken-HICK-Aken-1373,-14.47482174,145.5029726,HICK,NA,4.1,5.1,HICK_86,153
Aken,Aken-1374,RRAP-ECT01-2023-Aken-HICK-Aken-1374,-14.47482174,145.5029599,HICK,NA,2.8,3.8,HICK_85,153
Aken,Aken-1377,RRAP-ECT01-2023-Aken-HICK-Aken-1377,-14.47482023,145.5029319,HICK,NA,3.3,4.3,HICK_87,153
Aken,Aken-1376,RRAP-ECT01-2023-Aken-HICK-Aken-1376,-14.4748085,145.5029297,HICK,NA,2.7,3.7,HICK_89,153
Aken,Aken-1375,RRAP-ECT01-2023-Aken-HICK-Aken-1375,-14.47480825,145.5029369,HICK,NA,2.7,3.7,HICK_90,153
Aken,Aken-1372,RRAP-ECT01-2023-Aken-HICK-Aken-1372,-14.47479819,145.5030107,HICK,NA,4.6,5.6,HICK_92,153
Aken,Aken-1454,RRAP-ECT01-2023-Aken-HICK-Aken-1454,-14.47469308,145.5032102,HICK,NA,1.7,2.7,HICK_102,153
Aken,Aken-1453,RRAP-ECT01-2023-Aken-HICK-Aken-1453,-14.47458873,145.503382,HICK,NA,5.7,6.7,HICK_110,153
Aken,Aken-1452,RRAP-ECT01-2023-Aken-HICK-Aken-1452,-14.47454514,145.5034852,HICK,NA,5.4,6.4,HICK_112,153
Aken,Aken-1400,RRAP-ECT01-2023-Aken-HICK-Aken-1400,-14.47449728,145.503495,HICK,NA,5.9,6.9,HICK_115,153
Aken,Aken-1399,RRAP-ECT01-2023-Aken-HICK-Aken-1399,-14.47441405,145.5035837,HICK,NA,5.4,6.4,HICK_118,154
Aken,Aken-1371,RRAP-ECT01-2023-Aken-HICK-Aken-1371,-14.47421925,145.5037841,HICK,NA,3.2,4.3,HICK_123,156
Aken,Aken-1370,RRAP-ECT01-2023-Aken-HICK-Aken-1370,-14.47416351,145.5038628,HICK,NA,3.2,4.3,HICK_124,156
Aken,Aken-1369,RRAP-ECT01-2023-Aken-HICK-Aken-1369,-14.47404047,145.5039727,HICK,NA,2.4,3.5,HICK_129,156
Spis,748,RRAP-ECO03-2022-Spis-OCDA-748,-18.833,147.63338,OCDA_LA1S,NA,NA,NA,OCDA_LA1S_1,275
Spis,749,RRAP-ECO03-2022-Spis-OCDA-749,-18.833,147.63338,OCDA_LA1S,NA,NA,NA,OCDA_LA1S_1,275
Spis,488,RRAP-ECO03-2021-Spis-ONLI-488,-14.667794,145.441894,ONLI_BA2S,NA,NA,NA,ONLI_BA2S_1,296
Spis,489,RRAP-ECO03-2021-Spis-ONLI-489,-14.687707,145.465276,ONLI_LA1S,NA,NA,NA,ONLI_LA1S_1,302
Spis,383,RRAP-ECO03-2021-Spis-ONMO-383,-16.859841,146.225679,ONMO_LA1S,NA,NA,NA,ONMO_LA1S_1,317
Spis,394,RRAP-ECO03-2021-Spis-ONMO-394,-16.859925,146.225746,ONMO_LA1D,NA,NA,NA,ONMO_LA1D_1,317
Spis,628,RRAP-ECO03-2022-Spis-OCCH-628,-18.660365,147.702675,OCCH_BA2S,NA,NA,NA,OCCH_BA2S_1,243
Spis,629,RRAP-ECO03-2022-Spis-OCCH-629,-18.660365,147.702675,OCCH_BA2S,NA,NA,NA,OCCH_BA2S_1,243
Spis,634,RRAP-ECO03-2022-Spis-OCCH-634,-18.660365,147.702675,OCCH_BA2S,NA,NA,NA,OCCH_BA2S_1,243
Spis,655,RRAP-ECO03-2022-Spis-OCCH-655,-18.653206,147.708533,OCCH_BA1S,NA,NA,NA,OCCH_BA1S_1,240
Spis,659,RRAP-ECO03-2022-Spis-OCCH-659,-18.653206,147.708533,OCCH_BA1S,NA,NA,NA,OCCH_BA1S_1,240
Spis,668,RRAP-ECO03-2022-Spis-OCCH-668,-18.653206,147.708533,OCCH_BA1S,NA,NA,NA,OCCH_BA1S_1,240
Spis,570,RRAP-ECO03-2022-Spis-OCDA-570,-18.83191,147.65257,OCDA_FR2D,NA,NA,NA,OCDA_FR2D_1,247
Spis,573,RRAP-ECO03-2022-Spis-OCDA-573,-18.83191,147.65257,OCDA_FR2D,NA,NA,NA,OCDA_FR2D_1,247
Spis,576,RRAP-ECO03-2022-Spis-OCDA-576,-18.83191,147.65257,OCDA_FR2D,NA,NA,NA,OCDA_FR2D_1,247
Spis,577,RRAP-ECO03-2022-Spis-OCDA-577,-18.83191,147.65257,OCDA_FR2D,NA,NA,NA,OCDA_FR2D_1,247
Spis,579,RRAP-ECO03-2022-Spis-OCDA-579,-18.83191,147.65257,OCDA_FR2D,NA,NA,NA,OCDA_FR2D_1,247
Spis,581,RRAP-ECO03-2022-Spis-OCDA-581,-18.83191,147.65257,OCDA_FR2D,NA,NA,NA,OCDA_FR2D_1,247
Spis,582,RRAP-ECO03-2022-Spis-OCDA-582,-18.83191,147.65257,OCDA_FR2D,NA,NA,NA,OCDA_FR2D_1,247
Spis,588,RRAP-ECO03-2022-Spis-OCDA-588,-18.83187,147.6525,OCDA_FR2S,NA,NA,NA,OCDA_FR2S_1,247
Spis,589,RRAP-ECO03-2022-Spis-OCDA-589,-18.83187,147.6525,OCDA_FR2S,NA,NA,NA,OCDA_FR2S_1,247
Spis,593,RRAP-ECO03-2022-Spis-OCDA-593,-18.83187,147.6525,OCDA_FR2S,NA,NA,NA,OCDA_FR2S_1,247
Spis,594,RRAP-ECO03-2022-Spis-OCDA-594,-18.83187,147.6525,OCDA_FR2S,NA,NA,NA,OCDA_FR2S_1,247
Spis,595,RRAP-ECO03-2022-Spis-OCDA-595,-18.83187,147.6525,OCDA_FR2S,NA,NA,NA,OCDA_FR2S_1,247
Spis,600,RRAP-ECO03-2022-Spis-OCDA-600,-18.81966,147.66394,OCDA_FR1D,NA,NA,NA,OCDA_FR1D_1,258
Spis,601,RRAP-ECO03-2022-Spis-OCDA-601,-18.81966,147.66394,OCDA_FR1D,NA,NA,NA,OCDA_FR1D_1,258
Spis,602,RRAP-ECO03-2022-Spis-OCDA-602,-18.81966,147.66394,OCDA_FR1D,NA,NA,NA,OCDA_FR1D_1,258
Spis,603,RRAP-ECO03-2022-Spis-OCDA-603,-18.81966,147.66394,OCDA_FR1D,NA,NA,NA,OCDA_FR1D_1,258
Spis,613,RRAP-ECO03-2022-Spis-OCDA-613,-18.8192,147.66391,OCDA_FR1S,NA,NA,NA,OCDA_FR1S_1,261
Spis,670,RRAP-ECO03-2022-Spis-OCDA-670,-18.80592,147.6688,OCDA_FL1D,NA,NA,NA,OCDA_FL1D_1,267
Spis,213,RRAP-ECO03-2021-Spis-CBHE-213,-23.456176,151.925688,CBHE_FL1S,NA,NA,NA,CBHE_FL1S_1,24
Spis,221,RRAP-ECO03-2021-Spis-CBHE-221,-23.456176,151.925688,CBHE_FL1S,NA,NA,NA,CBHE_FL1S_1,24
Spis,677,RRAP-ECO03-2022-Spis-OCDA-677,-18.80592,147.6688,OCDA_FL1D,NA,NA,NA,OCDA_FL1D_1,267
Spis,679,RRAP-ECO03-2022-Spis-OCDA-679,-18.80592,147.6688,OCDA_FL1D,NA,NA,NA,OCDA_FL1D_1,267
Spis,683,RRAP-ECO03-2022-Spis-OCDA-683,-18.80575,147.6686,OCDA_FL1S,NA,NA,NA,OCDA_FL1S_1,269
Spis,691,RRAP-ECO03-2022-Spis-OCDA-691,-18.80575,147.6686,OCDA_FL1S,NA,NA,NA,OCDA_FL1S_1,269
Spis,740,RRAP-ECO03-2022-Spis-OCDA-740,-18.833,147.63338,OCDA_LA1S,NA,NA,NA,OCDA_LA1S_1,275
Spis,742,RRAP-ECO03-2022-Spis-OCDA-742,-18.833,147.63338,OCDA_LA1S,NA,NA,NA,OCDA_LA1S_1,275
Spis,743,RRAP-ECO03-2022-Spis-OCDA-743,-18.833,147.63338,OCDA_LA1S,NA,NA,NA,OCDA_LA1S_1,275
Spis,746,RRAP-ECO03-2022-Spis-OCDA-746,-18.833,147.63338,OCDA_LA1S,NA,NA,NA,OCDA_LA1S_1,275
Spis,486,RRAP-ECO03-2021-Spis-ONLI-486,-14.667794,145.441894,ONLI_BA2S,NA,NA,NA,ONLI_BA2S_1,296
Spis,490,RRAP-ECO03-2021-Spis-ONLI-490,-14.687707,145.465276,ONLI_LA1S,NA,NA,NA,ONLI_LA1S_1,302
Spis,752,RRAP-ECO03-2022-Spis-OCDA-752,-18.833,147.63338,OCDA_LA1S,NA,NA,NA,OCDA_LA1S_1,275
Spis,755,RRAP-ECO03-2022-Spis-OCDA-755,-18.833,147.63338,OCDA_LA1S,NA,NA,NA,OCDA_LA1S_1,275
Spis,757,RRAP-ECO03-2022-Spis-OCDA-757,-18.833,147.63338,OCDA_LA1S,NA,NA,NA,OCDA_LA1S_1,275
Spis,758,RRAP-ECO03-2022-Spis-OCDA-758,-18.833,147.63338,OCDA_LA1S,NA,NA,NA,OCDA_LA1S_1,275
Spis,760,RRAP-ECO03-2022-Spis-OCDA-760,-18.83125,147.63316,OCDA_LA2S,NA,NA,NA,OCDA_LA2S_1,276
Spis,762,RRAP-ECO03-2022-Spis-OCDA-762,-18.83125,147.63316,OCDA_LA2S,NA,NA,NA,OCDA_LA2S_1,276
Spis,763,RRAP-ECO03-2022-Spis-OCDA-763,-18.83125,147.63316,OCDA_LA2S,NA,NA,NA,OCDA_LA2S_1,276
Spis,768,RRAP-ECO03-2022-Spis-OCDA-768,-18.83125,147.63316,OCDA_LA2S,NA,NA,NA,OCDA_LA2S_1,276
Spis,770,RRAP-ECO03-2022-Spis-OCDA-770,-18.82579,147.62735,OCDA_BA1D,NA,NA,NA,OCDA_BA1D_1,273
Spis,776,RRAP-ECO03-2022-Spis-OCDA-776,-18.82579,147.62735,OCDA_BA1D,NA,NA,NA,OCDA_BA1D_1,273
Spis,779,RRAP-ECO03-2022-Spis-OCDA-779,-18.8259,147.62727,OCDA_BA1S,NA,NA,NA,OCDA_BA1S_1,255
Spis,781,RRAP-ECO03-2022-Spis-OCDA-781,-18.8259,147.62727,OCDA_BA1S,NA,NA,NA,OCDA_BA1S_1,255
Spis,784,RRAP-ECO03-2022-Spis-OCDA-784,-18.8259,147.62727,OCDA_BA1S,NA,NA,NA,OCDA_BA1S_1,255
Spis,788,RRAP-ECO03-2022-Spis-OCDA-788,-18.8259,147.62727,OCDA_BA1S,NA,NA,NA,OCDA_BA1S_1,255
Spis,697,RRAP-ECO03-2022-Spis-OCLB-697,-18.949348,147.692927,OCLB_BA1S,NA,NA,NA,OCLB_BA1S_1,279
Spis,701,RRAP-ECO03-2022-Spis-OCLB-701,-18.949348,147.692927,OCLB_BA1S,NA,NA,NA,OCLB_BA1S_1,279
Spis,711,RRAP-ECO03-2022-Spis-OCLB-711,-18.944062,147.699285,OCLB_FL1S,NA,NA,NA,OCLB_FL1S_1,285
Spis,717,RRAP-ECO03-2022-Spis-OCLB-717,-18.944062,147.699285,OCLB_FL1S,NA,NA,NA,OCLB_FL1S_1,285
Spis,720,RRAP-ECO03-2022-Spis-OCLB-720,-18.944062,147.699285,OCLB_FL1S,NA,NA,NA,OCLB_FL1S_1,285
Spis,724,RRAP-ECO03-2022-Spis-OCLB-724,-18.944062,147.699285,OCLB_FL1S,NA,NA,NA,OCLB_FL1S_1,285
Spis,725,RRAP-ECO03-2022-Spis-OCLB-725,-18.949382,147.701909,OCLB_LA1S,NA,NA,NA,OCLB_LA1S_1,280
Spis,728,RRAP-ECO03-2022-Spis-OCLB-728,-18.949382,147.701909,OCLB_LA1S,NA,NA,NA,OCLB_LA1S_1,280
Spis,731,RRAP-ECO03-2022-Spis-OCLB-731,-18.949382,147.701909,OCLB_LA1S,NA,NA,NA,OCLB_LA1S_1,280
Spis,734,RRAP-ECO03-2022-Spis-OCLB-734,-18.949382,147.701909,OCLB_LA1S,NA,NA,NA,OCLB_LA1S_1,280
Spis,738,RRAP-ECO03-2022-Spis-OCLB-738,-18.949382,147.701909,OCLB_LA1S,NA,NA,NA,OCLB_LA1S_1,280
Spis,739,RRAP-ECO03-2022-Spis-OCLB-739,-18.949382,147.701909,OCLB_LA1S,NA,NA,NA,OCLB_LA1S_1,280
Spis,441,RRAP-ECO03-2021-Spis-ONLI-441,-14.691274,145.46938,ONLI_FR1S,NA,NA,NA,ONLI_FR1S_1,287
Spis,442,RRAP-ECO03-2021-Spis-ONLI-442,-14.691274,145.46938,ONLI_FR1S,NA,NA,NA,ONLI_FR1S_1,287
Spis,672,RRAP-ECO03-2022-Spis-OCDA-672,-18.80592,147.6688,OCDA_FL1D,NA,NA,NA,OCDA_FL1D_1,267
Spis,675,RRAP-ECO03-2022-Spis-OCDA-675,-18.80592,147.6688,OCDA_FL1D,NA,NA,NA,OCDA_FL1D_1,267
Spis,448,RRAP-ECO03-2021-Spis-ONLI-448,-14.691274,145.46938,ONLI_FR1S,NA,NA,NA,ONLI_FR1S_1,287
Spis,449,RRAP-ECO03-2021-Spis-ONLI-449,-14.698098,145.445447,ONLI_FL1S,NA,NA,NA,ONLI_FL1S_1,286
Spis,455,RRAP-ECO03-2021-Spis-ONLI-455,-14.698098,145.445447,ONLI_FL1S,NA,NA,NA,ONLI_FL1S_1,286
Spis,456,RRAP-ECO03-2021-Spis-ONLI-456,-14.698098,145.445447,ONLI_FL1S,NA,NA,NA,ONLI_FL1S_1,286
Spis,465,RRAP-ECO03-2021-Spis-ONLI-465,-14.649439,145.492935,ONLI_FR2S,NA,NA,NA,ONLI_FR2S_1,300
Spis,467,RRAP-ECO03-2021-Spis-ONLI-467,-14.649439,145.492935,ONLI_FR2S,NA,NA,NA,ONLI_FR2S_1,300
Spis,468,RRAP-ECO03-2021-Spis-ONLI-468,-14.649439,145.492935,ONLI_FR2S,NA,NA,NA,ONLI_FR2S_1,300
