individualID,materialSampleID,decimalLatitude,decimalLongitude,locationID_short,depthOfBottomInMetersCorrected,depthNote,coordNote,sequenceID,country,cluster,locality,yearCollected,verbatimDepth,associatedTaxa,identificationRemarks,scientificName,lineage
Aspat-699,RRAP_ECT01_2022_Aspat_MACK_699,-16.038748,145.651243,MACK,0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-699_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-700,RRAP_ECT01_2022_Aspat_MACK_700,-16.038729,145.651233,MACK,0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-700_L4,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-701,RRAP_ECT01_2022_Aspat_MACK_701,-16.038777,145.651192,MACK,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-701_L4,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-702,RRAP_ECT01_2022_Aspat_MACK_702,-16.038775,145.651189,MACK,0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-702_L3,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-703,RRAP_ECT01_2022_Aspat_MACK_703,-16.03878,145.651111,MACK,1.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-703_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-704,RRAP_ECT01_2022_Aspat_MACK_704,-16.038796,145.651102,MACK,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-704_L1,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-705,RRAP_ECT01_2022_Aspat_MACK_705,-16.03883,145.651114,MACK,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-705_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-706,RRAP_ECT01_2022_Aspat_MACK_706,-16.038872,145.651099,MACK,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-706_L2,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-707,RRAP_ECT01_2022_Aspat_MACK_707,-16.03886,145.651099,MACK,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-707_L1,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-708,RRAP_ECT01_2022_Aspat_MACK_708,-16.038861,145.651089,MACK,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-708_L3,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,NA,Acropora spathulata,AS1
Aspat-709,RRAP_ECT01_2022_Aspat_MACK_709,-16.03887,145.651082,MACK,0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-709_L4,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-710,RRAP_ECT01_2022_Aspat_MACK_710,-16.038871,145.651063,MACK,0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-710_L3,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-711,RRAP_ECT01_2022_Aspat_MACK_711,-16.038926,145.651066,MACK,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MACK-711_L4,Australia,,Mackay ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-539,RRAP_ECT01_2022_Aspat_MART_539,-14.780084,145.358902,MART,1.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-539_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-540,RRAP_ECT01_2022_Aspat_MART_540,-14.780096,145.358857,MART,1.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-540_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-541,RRAP_ECT01_2022_Aspat_MART_541,-14.780078,145.358833,MART,1.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-541_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-542,RRAP_ECT01_2022_Aspat_MART_542,-14.780076,145.35883,MART,1.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-542_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-543,RRAP_ECT01_2022_Aspat_MART_543,-14.780058,145.358815,MART,1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-543_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-544,RRAP_ECT01_2022_Aspat_MART_544,-14.78004,145.358834,MART,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-544_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-545,RRAP_ECT01_2022_Aspat_MART_545,-14.780114,145.358814,MART,0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-545_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-546,RRAP_ECT01_2022_Aspat_MART_546,-14.779999,145.358772,MART,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-546_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-547,RRAP_ECT01_2022_Aspat_MART_547,-14.780018,145.358709,MART,-0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-547_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-548,RRAP_ECT01_2022_Aspat_MART_548,-14.779949,145.358759,MART,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-548_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-549,RRAP_ECT01_2022_Aspat_MART_549,-14.779982,145.358715,MART,0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-549_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-550,RRAP_ECT01_2022_Aspat_MART_550,-14.780038,145.3587,MART,0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-550_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,NA,Acropora spathulata,AS1
Aspat-551,RRAP_ECT01_2022_Aspat_MART_551,-14.780039,145.358655,MART,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-551_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-552,RRAP_ECT01_2022_Aspat_MART_552,-14.780026,145.358649,MART,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-552_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-553,RRAP_ECT01_2022_Aspat_MART_553,-14.780017,145.358635,MART,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-553_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-554,RRAP_ECT01_2022_Aspat_MART_554,-14.780013,145.358643,MART,0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-554_L4,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-555,RRAP_ECT01_2022_Aspat_MART_555,-14.780008,145.35864,MART,1.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-555_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-556,RRAP_ECT01_2022_Aspat_MART_556,-14.779961,145.358646,MART,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-556_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-557,RRAP_ECT01_2022_Aspat_MART_557,-14.779979,145.358622,MART,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-557_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-558,RRAP_ECT01_2022_Aspat_MART_558,-14.779981,145.358601,MART,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-558_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-559,RRAP_ECT01_2022_Aspat_MART_559,-14.780057,145.358544,MART,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-559_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-560,RRAP_ECT01_2022_Aspat_MART_560,-14.78007,145.358492,MART,0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-560_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-561,RRAP_ECT01_2022_Aspat_MART_561,-14.780039,145.358513,MART,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-561_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-562,RRAP_ECT01_2022_Aspat_MART_562,-14.780029,145.358953,MART,0.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-562_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-563,RRAP_ECT01_2022_Aspat_MART_563,-14.779994,145.358974,MART,0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-563_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-564,RRAP_ECT01_2022_Aspat_MART_564,-14.779973,145.359,MART,0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-564_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-565,RRAP_ECT01_2022_Aspat_MART_565,-14.779959,145.359026,MART,0.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-565_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-566,RRAP_ECT01_2022_Aspat_MART_566,-14.779941,145.359033,MART,0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-566_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-567,RRAP_ECT01_2022_Aspat_MART_567,-14.779934,145.359128,MART,0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-567_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-568,RRAP_ECT01_2022_Aspat_MART_568,-14.77992,145.359144,MART,0.4,Correction done by HD,Original metadata entry,NA,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,NA,Acropora spathulata,AS1
Aspat-569,RRAP_ECT01_2022_Aspat_MART_569,-14.7799,145.359159,MART,1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-569_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-570,RRAP_ECT01_2022_Aspat_MART_570,-14.779861,145.359173,MART,0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-570_L1,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-571,RRAP_ECT01_2022_Aspat_MART_571,-14.779832,145.359245,MART,0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-571_L3,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-572,RRAP_ECT01_2022_Aspat_MART_572,-14.779848,145.359258,MART,0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-572_L3,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-573,RRAP_ECT01_2022_Aspat_MART_573,-14.779941,145.359297,MART,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-573_L3,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-574,RRAP_ECT01_2022_Aspat_MART_574,-14.779897,145.359313,MART,0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-574_L3,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-575,RRAP_ECT01_2022_Aspat_MART_575,-14.779902,145.359313,MART,0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-575_L3,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-576,RRAP_ECT01_2022_Aspat_MART_576,-14.779885,145.359329,MART,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-576_L2,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-577,RRAP_ECT01_2022_Aspat_MART_577,-14.779871,145.359357,MART,-0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-577_L2,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-578,RRAP_ECT01_2022_Aspat_MART_578,-14.779905,145.359415,MART,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-578_L3,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-579,RRAP_ECT01_2022_Aspat_MART_579,-14.779903,145.359425,MART,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-579_L3,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-580,RRAP_ECT01_2022_Aspat_MART_580,-14.779884,145.359423,MART,0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-580_L3,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-581,RRAP_ECT01_2022_Aspat_MART_581,-14.77984,145.359423,MART,0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-MART-581_L3,Australia,,Martin ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
