individualID,materialSampleID,decimalLatitude,decimalLongitude,locationID_short,depthOfBottomInMetersCorrected,depthNote,coordNote,sequenceID,country,cluster,locality,yearCollected,verbatimDepth,associatedTaxa,identificationRemarks,scientificName,lineage
Aspat-887,RRAP_ECT01_2022_Aspat_ONMO_887,-16.887768,146.186918,ONMO,0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-ONMO-887_L4,Australia,,Moore ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-888,RRAP_ECT01_2022_Aspat_ONMO_888,-16.887695,146.186919,ONMO,1.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-ONMO-888_L4,Australia,,Moore ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,NA,Acropora spathulata,AS1
Aspat-889,RRAP_ECT01_2022_Aspat_ONMO_889,-16.887675,146.186921,ONMO,0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-ONMO-889_L4,Australia,,Moore ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-890,RRAP_ECT01_2022_Aspat_ONMO_890,-16.887684,146.186945,ONMO,0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-ONMO-890_L3,Australia,,Moore ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-892,RRAP_ECT01_2022_Aspat_ONMO_892,-16.887643,146.186928,ONMO,0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-ONMO-892_L1,Australia,,Moore ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat-893,RRAP_ECT01_2022_Aspat_ONMO_893,-16.887726,146.186674,ONMO,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-ONMO-893_L4,Australia,,Moore ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-894,RRAP_ECT01_2022_Aspat_ONMO_894,-16.887611,146.186684,ONMO,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-ONMO-894_L4,Australia,,Moore ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-895,RRAP_ECT01_2022_Aspat_ONMO_895,-16.887427,146.186642,ONMO,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-ONMO-895_L4,Australia,,Moore ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-896,RRAP_ECT01_2022_Aspat_ONMO_896,-16.88796,146.186712,ONMO,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-ONMO-896_L3,Australia,,Moore ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,NA,Acropora spathulata,AS1
Aspat-599,RRAP_ECT01_2022_Aspat_NONA_599,-14.651159,145.638351,NONA,2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-599_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-600,RRAP_ECT01_2022_Aspat_NONA_600,-14.651118,145.638346,NONA,2.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-600_L3,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-601,RRAP_ECT01_2022_Aspat_NONA_601,-14.651131,145.638398,NONA,2.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-601_L3,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-602,RRAP_ECT01_2022_Aspat_NONA_602,-14.651076,145.638429,NONA,1.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-602_L3,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-603,RRAP_ECT01_2022_Aspat_NONA_603,-14.651058,145.638442,NONA,1.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-603_L1,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-604,RRAP_ECT01_2022_Aspat_NONA_604,-14.651071,145.638462,NONA,1.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-604_L1,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-605,RRAP_ECT01_2022_Aspat_NONA_605,-14.651021,145.638478,NONA,1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-605_L3,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-606,RRAP_ECT01_2022_Aspat_NONA_606,-14.651033,145.638499,NONA,3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-606_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-607,RRAP_ECT01_2022_Aspat_NONA_607,-14.650986,145.638495,NONA,0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-607_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-608,RRAP_ECT01_2022_Aspat_NONA_608,-14.650954,145.638451,NONA,0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-608_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-609,RRAP_ECT01_2022_Aspat_NONA_609,-14.650948,145.638461,NONA,0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-609_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-610,RRAP_ECT01_2022_Aspat_NONA_610,-14.650922,145.638477,NONA,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-610_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-611,RRAP_ECT01_2022_Aspat_NONA_611,-14.65089,145.638455,NONA,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-611_L3,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-612,RRAP_ECT01_2022_Aspat_NONA_612,-14.650928,145.638471,NONA,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-612_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-613,RRAP_ECT01_2022_Aspat_NONA_613,-14.650919,145.638458,NONA,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-613_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-614,RRAP_ECT01_2022_Aspat_NONA_614,-14.650953,145.63847,NONA,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-614_L3,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-615,RRAP_ECT01_2022_Aspat_NONA_615,-14.650938,145.638409,NONA,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-615_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-616,RRAP_ECT01_2022_Aspat_NONA_616,-14.650937,145.638408,NONA,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-616_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-617,RRAP_ECT01_2022_Aspat_NONA_617,-14.65096,145.638414,NONA,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-617_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-618,RRAP_ECT01_2022_Aspat_NONA_618,-14.650954,145.638411,NONA,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-618_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-619,RRAP_ECT01_2022_Aspat_NONA_619,-14.650949,145.638396,NONA,0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-619_L3,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-620,RRAP_ECT01_2022_Aspat_NONA_620,-14.650998,145.638434,NONA,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-620_L3,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-621,RRAP_ECT01_2022_Aspat_NONA_621,-14.650997,145.638415,NONA,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-621_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-622,RRAP_ECT01_2022_Aspat_NONA_622,-14.651201,145.638293,NONA,3.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-622_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-623,RRAP_ECT01_2022_Aspat_NONA_623,-14.6512,145.638224,NONA,3.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-623_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-624,RRAP_ECT01_2022_Aspat_NONA_624,-14.651162,145.638217,NONA,3.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-624_L3,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-625,RRAP_ECT01_2022_Aspat_NONA_625,-14.651146,145.638232,NONA,2.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-625_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-626,RRAP_ECT01_2022_Aspat_NONA_626,-14.651045,145.638315,NONA,0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-626_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-627,RRAP_ECT01_2022_Aspat_NONA_627,-14.651014,145.638331,NONA,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-627_L1,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-628,RRAP_ECT01_2022_Aspat_NONA_628,-14.650944,145.638312,NONA,0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-628_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-629,RRAP_ECT01_2022_Aspat_NONA_629,-14.650926,145.638278,NONA,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-629_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-630,RRAP_ECT01_2022_Aspat_NONA_630,-14.650905,145.638249,NONA,0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-630_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-631,RRAP_ECT01_2022_Aspat_NONA_631,-14.650885,145.638248,NONA,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-631_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-632,RRAP_ECT01_2022_Aspat_NONA_632,-14.65091,145.638211,NONA,1.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-632_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-633,RRAP_ECT01_2022_Aspat_NONA_633,-14.650916,145.638216,NONA,1.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-633_L1,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-634,RRAP_ECT01_2022_Aspat_NONA_634,-14.650912,145.638227,NONA,1.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-634_L3,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-635,RRAP_ECT01_2022_Aspat_NONA_635,-14.650911,145.638238,NONA,0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-635_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-636,RRAP_ECT01_2022_Aspat_NONA_636,-14.65091,145.638233,NONA,0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-636_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-637,RRAP_ECT01_2022_Aspat_NONA_637,-14.65086,145.638305,NONA,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-637_L1,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-638,RRAP_ECT01_2022_Aspat_NONA_638,-14.650802,145.63836,NONA,1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-638_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-639,RRAP_ECT01_2022_Aspat_NONA_639,-14.650828,145.638419,NONA,-0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-639_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-640,RRAP_ECT01_2022_Aspat_NONA_640,-14.650853,145.638456,NONA,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-640_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-641,RRAP_ECT01_2022_Aspat_NONA_641,-14.650855,145.638471,NONA,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-641_L3,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-642,RRAP_ECT01_2022_Aspat_NONA_642,-14.65088,145.638513,NONA,0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-642_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-643,RRAP_ECT01_2022_Aspat_NONA_643,-14.650851,145.638511,NONA,1.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-643_L1,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-644,RRAP_ECT01_2022_Aspat_NONA_644,-14.65106,145.638459,NONA,1.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-644_L1,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-645,RRAP_ECT01_2022_Aspat_NONA_645,-14.651079,145.638409,NONA,0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-645_L1,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-646,RRAP_ECT01_2022_Aspat_NONA_646,-14.651089,145.638403,NONA,0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-646_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-647,RRAP_ECT01_2022_Aspat_NONA_647,-14.651097,145.638401,NONA,0.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-647_L1,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-648,RRAP_ECT01_2022_Aspat_NONA_648,-14.651094,145.638389,NONA,1.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-648_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-649,RRAP_ECT01_2022_Aspat_NONA_649,-14.651103,145.638376,NONA,1.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-649_L2,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-650,RRAP_ECT01_2022_Aspat_NONA_650,-14.6511,145.638356,NONA,1.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-650_L4,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-651,RRAP_ECT01_2022_Aspat_NONA_651,-14.65113,145.63841,NONA,3.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NONA-651_L3,Australia,,No Name ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-487,RRAP_ECT01_2022_Aspat_NDIR_487,-14.743066,145.513041,NDIR,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-487_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-488,RRAP_ECT01_2022_Aspat_NDIR_488,-14.743046,145.513023,NDIR,-0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-488_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-489,RRAP_ECT01_2022_Aspat_NDIR_489,-14.743032,145.513015,NDIR,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-489_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,NA,Acropora spathulata,AS1
Aspat-490,RRAP_ECT01_2022_Aspat_NDIR_490,-14.743023,145.513008,NDIR,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-490_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,NA,Acropora spathulata,AS1
Aspat-491,RRAP_ECT01_2022_Aspat_NDIR_491,-14.743038,145.512998,NDIR,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-491_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-492,RRAP_ECT01_2022_Aspat_NDIR_492,-14.743062,145.512984,NDIR,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-492_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-493,RRAP_ECT01_2022_Aspat_NDIR_493,-14.743056,145.512981,NDIR,-0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-493_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-494,RRAP_ECT01_2022_Aspat_NDIR_494,-14.74306,145.512953,NDIR,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-494_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-495,RRAP_ECT01_2022_Aspat_NDIR_495,-14.74306,145.512942,NDIR,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-495_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-496,RRAP_ECT01_2022_Aspat_NDIR_496,-14.743054,145.512918,NDIR,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-496_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-497,RRAP_ECT01_2022_Aspat_NDIR_497,-14.74305,145.512921,NDIR,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-497_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-498,RRAP_ECT01_2022_Aspat_NDIR_498,-14.743048,145.51292,NDIR,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-498_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-499,RRAP_ECT01_2022_Aspat_NDIR_499,-14.743046,145.512901,NDIR,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-499_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-500,RRAP_ECT01_2022_Aspat_NDIR_500,-14.74304,145.5129,NDIR,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-500_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat-501,RRAP_ECT01_2022_Aspat_NDIR_501,-14.743037,145.512892,NDIR,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-501_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-502,RRAP_ECT01_2022_Aspat_NDIR_502,-14.743027,145.512894,NDIR,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-502_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
