individualID,materialSampleID,decimalLatitude,decimalLongitude,coordNote,decimalLatitute_field,decimalLongitude_field,minimumdepthOfBottominmeters,maximumdepthOfBottominmeters,EcoPlotDepthinmeters.tidecorrected,depthOfColonyinmeters,EcoReefID_short,locationID_short,EcoPlotID_full,projectID,scientificName_field,scientificAbbreviation,scientificName_verified,taxonID,identificationRemarks,EcoClusterID,EcoReefID,EcoReefHabitat,EcoZoneID,fieldID,tagID,digitalOrthoYear,UWorthoYear,EcoPlotID,EcoPlotID_new,locality,timeOfDay,eventEnteredBy,dayCollected,monthCollected,yearCollected,fieldNotes,georeferenceProtocol,coordinateUncertaintyInMeters,locationRemarks,healthScore,collectorList,associatedMedia,permitInformation,principalInvestigator,fundingSource,country,sizeOfColonyincm,Plot_MaxCoralDist.m,Plot_CoordNote,modifiedBy,modifiedReason,associatedTaxa,associatedReference
RRAP-ECO03-2022-Spis-CBLM-1259,Spis-CBLM-1259,-23.917562,152.392049,Mean of StakeA and StakeB,NA,NA,5,5,5.6,NA,CBLM,CBLM_FL2S,CBLM_FL2S_P1,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Lady Musgrave,Flank2,Shallow,30,Spis_51,no note,NA,1,NA,Lady Musgrave,14:00,Iva Popovic,4,5,2022,NA,GPS EcoRRAP sites,NA,NA,NA,Iva Popovic,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-CBLM-1264,Spis-CBLM-1264,-23.917562,152.392049,Mean of StakeA and StakeB,NA,NA,5,5,5.6,NA,CBLM,CBLM_FL2S,CBLM_FL2S_P1,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Lady Musgrave,Flank2,Shallow,9,Spis_251,2021,NA,1,NA,Lady Musgrave,14:00,Iva Popovic,4,5,2022,NA,GPS EcoRRAP sites,NA,NA,NA,Iva Popovic,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-CBLM-1271,Spis-CBLM-1271,-23.917494,152.392486,Mean of StakeA and StakeB,NA,NA,5,5,5.1,NA,CBLM,CBLM_FL2S,CBLM_FL2S_P3,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Lady Musgrave,Flank2,Shallow,38,Spis_35,2021,NA,3,NA,Lady Musgrave,14:00,Iva Popovic,4,5,2022,NA,GPS EcoRRAP sites,NA,NA,NA,Ilha Byrne,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-CBLM-1274,Spis-CBLM-1274,-23.916998,152.392632,Mean of StakeA and StakeB,NA,NA,5,5,4.6,NA,CBLM,CBLM_FL2S,CBLM_FL2S_P4,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Lady Musgrave,Flank2,Shallow,2,Spis_7,2021,NA,4,NA,Lady Musgrave,14:00,Iva Popovic,4,5,2022,NA,GPS EcoRRAP sites,NA,NA,NA,Ilha Byrne,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-CBLM-1275,Spis-CBLM-1275,-23.916998,152.392632,Mean of StakeA and StakeB,NA,NA,5,5,4.6,NA,CBLM,CBLM_FL2S,CBLM_FL2S_P4,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Lady Musgrave,Flank2,Shallow,20,Spis_20,2021,NA,4,NA,Lady Musgrave,14:00,Iva Popovic,4,5,2022,NA,GPS EcoRRAP sites,NA,NA,NA,Ilha Byrne,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-CBLM-1239,Spis-CBLM-1239,-23.896076,152.414039,Mean of StakeA and StakeB,NA,NA,NA,NA,3.1,NA,CBLM,CBLM_LA1S,CBLM_LA1S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Lady Musgrave,Lagoon1,Shallow,NA,NA,NA,NA,4,NA,Lady Musgrave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCCH-BLCH145A,BLCH145A,-18.653038,147.708644,Mean of StakeA and StakeB,NA,NA,NA,NA,5.8,NA,OCCH,OCCH_BA1S,OCCH_BA1S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Chicken,Back1,Shallow,1,Spis_9,NA,NA,P1,NA,Chicken,10:30,Zoe Meziere,1,4,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCCH-BLCH148A,BLCH148A,-18.653174,147.70855,Mean of StakeA and StakeB,NA,NA,NA,NA,5.1,NA,OCCH,OCCH_BA1S,OCCH_BA1S_P2,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Chicken,Back1,Shallow,16,Spis_3,NA,NA,P2,NA,Chicken,10:30,Zoe Meziere,1,4,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCCH-BLCH151A,BLCH151A,-18.653342,147.708605,Mean of StakeA and StakeB,NA,NA,NA,NA,5.1,NA,OCCH,OCCH_BA1S,OCCH_BA1S_P3,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Chicken,Back1,Shallow,17,Spis_8,NA,NA,P3,NA,Chicken,10:30,Zoe Meziere,1,4,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCCH-BLCH152A,BLCH152A,-18.653342,147.708605,Mean of StakeA and StakeB,NA,NA,NA,NA,5.1,NA,OCCH,OCCH_BA1S,OCCH_BA1S_P3,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Chicken,Back1,Shallow,3,Spis_13,NA,NA,P3,NA,Chicken,10:30,Zoe Meziere,1,4,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCCH-BLCH154A,BLCH154A,-18.653342,147.708605,Mean of StakeA and StakeB,NA,NA,NA,NA,5.1,NA,OCCH,OCCH_BA1S,OCCH_BA1S_P3,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Chicken,Back1,Shallow,33,Spis_11,NA,NA,P3,NA,Chicken,10:30,Zoe Meziere,1,4,2022,NA,NA,NA,NA,C3,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCCH-BLCH157A,BLCH157A,-18.653383,147.708433,Mean of StakeA and StakeB,NA,NA,NA,NA,4.8,NA,OCCH,OCCH_BA1S,OCCH_BA1S_P4,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Chicken,Back1,Shallow,34,Spis_34,NA,NA,P4,NA,Chicken,10:30,Zoe Meziere,1,4,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCCH-BLCH174A,BLCH174A,-18.660533,147.702401,Mean of StakeA and StakeB,NA,NA,NA,NA,4.1,NA,OCCH,OCCH_BA2S,OCCH_BA2S_P4,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Chicken,Back2,Shallow,19,Spis_10,NA,NA,P4,NA,Chicken,15:30,Zoe Meziere,1,4,2022,NA,NA,NA,NA,D1,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH4A,BLCH4A,-18.82578,147.627365,Mean of StakeA and StakeB,NA,NA,NA,NA,11.7,NA,OCDA,OCDA_BA1D,OCDA_BA1D_P3,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Back1,Deep,10,Spis_21,NA,NA,P2,P3,Davies,10:30,Zoe Meziere,28,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH16A,BLCH16A,-18.8259,147.62727,Zone-level backup coordinates,NA,NA,NA,NA,3.2,NA,OCDA,OCDA_BA1S,OCDA_BA1S_P3,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Back1,Shallow,5,Spis_8,NA,NA,P2,P3,Davies,14:30,Zoe Meziere,28,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,30,Zone-level backup coordinates,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH20A,BLCH20A,-18.8259,147.62727,Zone-level backup coordinates,NA,NA,NA,NA,3.4,NA,OCDA,OCDA_BA1S,OCDA_BA1S_P2,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Back1,Shallow,16,Spis_14,NA,NA,P3,P2,Davies,14:30,Zoe Meziere,28,3,2022,NA,NA,NA,NA,C1,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,30,Zone-level backup coordinates,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH9A,BLCH9A,-18.8259,147.62727,Only StakeB,NA,NA,NA,NA,4.4,NA,OCDA,OCDA_BA1S,OCDA_BA1S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Back1,Shallow,3,Spis_34,NA,NA,P4,P1,Davies,14:30,Zoe Meziere,28,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,10,Only StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH11A,BLCH11A,-18.8259,147.62727,Only StakeB,NA,NA,NA,NA,4.4,NA,OCDA,OCDA_BA1S,OCDA_BA1S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Back1,Shallow,11,Spis_43,NA,NA,P4,P1,Davies,14:30,Zoe Meziere,28,3,2022,NA,NA,NA,NA,C1,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,10,Only StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH10A,BLCH10A,-18.8259,147.62727,Only StakeB,NA,NA,NA,NA,4.4,NA,OCDA,OCDA_BA1S,OCDA_BA1S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Back1,Shallow,18,Spis_17,NA,NA,P4,P1,Davies,14:30,Zoe Meziere,28,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,10,Only StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH101A,BLCH101A,-18.814495,147.637185,Mean of StakeA and StakeB,NA,NA,NA,NA,3.2,NA,OCDA,OCDA_BA2S,OCDA_BA2S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Back2,Shallow,31,Spis_51,NA,NA,P1,NA,Davies,16:00,Zoe Meziere,30,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH55A,BLCH55A,-18.814495,147.637185,Mean of StakeA and StakeB,NA,NA,NA,NA,3.2,NA,OCDA,OCDA_BA2S,OCDA_BA2S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Back2,Shallow,16,Spis_20,NA,NA,P1,NA,Davies,16:00,Zoe Meziere,29,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH86A,BLCH86A,-18.814495,147.637185,Mean of StakeA and StakeB,NA,NA,NA,NA,3.2,NA,OCDA,OCDA_BA2S,OCDA_BA2S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Back2,Shallow,14,Spis_10,NA,NA,P1,NA,Davies,16:00,Zoe Meziere,30,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH87A,BLCH87A,-18.814495,147.637185,Mean of StakeA and StakeB,NA,NA,NA,NA,3.2,NA,OCDA,OCDA_BA2S,OCDA_BA2S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Back2,Shallow,32,Spis_11,NA,NA,P1,NA,Davies,16:00,Zoe Meziere,30,3,2022,NA,NA,NA,NA,D3,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH91A,BLCH91A,-18.814495,147.637185,Mean of StakeA and StakeB,NA,NA,NA,NA,3.2,NA,OCDA,OCDA_BA2S,OCDA_BA2S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Back2,Shallow,33,Spis_24,NA,NA,P1,NA,Davies,16:00,Zoe Meziere,30,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH93A,BLCH93A,-18.814495,147.637185,Mean of StakeA and StakeB,NA,NA,NA,NA,3.2,NA,OCDA,OCDA_BA2S,OCDA_BA2S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Back2,Shallow,21,Spis_27,NA,NA,P1,NA,Davies,16:00,Zoe Meziere,30,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH99A,BLCH99A,-18.814495,147.637185,Mean of StakeA and StakeB,NA,NA,NA,NA,3.2,NA,OCDA,OCDA_BA2S,OCDA_BA2S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Back2,Shallow,20,Spis_27,NA,NA,P1,NA,Davies,16:00,Zoe Meziere,30,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH56A,BLCH56A,-18.814495,147.637185,Mean of StakeA and StakeB,NA,NA,NA,NA,3.2,NA,OCDA,OCDA_BA2S,OCDA_BA2S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Back2,Shallow,5,Spis_19,NA,NA,P1,NA,Davies,16:00,Zoe Meziere,29,3,2022,NA,NA,NA,NA,C3,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH85A,BLCH85A,-18.814495,147.637185,Mean of StakeA and StakeB,NA,NA,NA,NA,3.2,NA,OCDA,OCDA_BA2S,OCDA_BA2S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Back2,Shallow,22,Spis_12,NA,NA,P1,NA,Davies,16:00,Zoe Meziere,30,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH49A,BLCH49A,-18.805915,147.668855,Mean of StakeA and StakeB,NA,NA,NA,NA,11.9,NA,OCDA,OCDA_FL1D,OCDA_FL1D_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Flank1,Deep,14,Spis_0,NA,NA,P1,NA,Davies,14:00,Zoe Meziere,29,3,2022,NA,NA,NA,NA,C4,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH46A,BLCH46A,-18.805915,147.668855,Mean of StakeA and StakeB,NA,NA,NA,NA,11.9,NA,OCDA,OCDA_FL1D,OCDA_FL1D_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Flank1,Deep,16,Spis_38,NA,NA,P1,NA,Davies,14:00,Zoe Meziere,29,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH42A,BLCH42A,-18.805915,147.668855,Mean of StakeA and StakeB,NA,NA,NA,NA,11.9,NA,OCDA,OCDA_FL1D,OCDA_FL1D_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Flank1,Deep,5,Spis_14,NA,NA,P1,NA,Davies,14:00,Zoe Meziere,29,3,2022,NA,NA,NA,NA,C4,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH109A,BLCH109A,-18.805835,147.66868,Mean of StakeA and StakeB,NA,NA,NA,NA,5.2,NA,OCDA,OCDA_FL1S,OCDA_FL1S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Flank1,Shallow,18,Spis_10,NA,NA,P1,NA,Davies,15:00,Zoe Meziere,31,3,2022,NA,NA,NA,NA,D1,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH112A,BLCH112A,-18.805835,147.66868,Mean of StakeA and StakeB,NA,NA,NA,NA,5.2,NA,OCDA,OCDA_FL1S,OCDA_FL1S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Flank1,Shallow,30,Spis_4,NA,NA,P1,NA,Davies,15:00,Zoe Meziere,31,3,2022,NA,NA,NA,NA,C3,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH114A,BLCH114A,-18.805835,147.66868,Mean of StakeA and StakeB,NA,NA,NA,NA,5.2,NA,OCDA,OCDA_FL1S,OCDA_FL1S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Flank1,Shallow,26,Spis_9,NA,NA,P1,NA,Davies,15:00,Zoe Meziere,31,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH108A,BLCH108A,-18.805835,147.66868,Mean of StakeA and StakeB,NA,NA,NA,NA,5.2,NA,OCDA,OCDA_FL1S,OCDA_FL1S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Flank1,Shallow,7,Spis_0,NA,NA,P1,NA,Davies,15:00,Zoe Meziere,31,3,2022,NA,NA,NA,NA,C1,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH122A,BLCH122A,-18.805575,147.66835,Mean of StakeA and StakeB,NA,NA,NA,NA,5.4,NA,OCDA,OCDA_FL1S,OCDA_FL1S_P4,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Flank1,Shallow,22,Spis_23,NA,NA,P4,NA,Davies,15:00,Zoe Meziere,31,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH117A,BLCH117A,-18.805575,147.66835,Mean of StakeA and StakeB,NA,NA,NA,NA,5.4,NA,OCDA,OCDA_FL1S,OCDA_FL1S_P4,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Flank1,Shallow,38,Spis_21,NA,NA,P4,NA,Davies,15:00,Zoe Meziere,31,3,2022,NA,NA,NA,NA,C3,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH121A,BLCH121A,-18.805575,147.66835,Mean of StakeA and StakeB,NA,NA,NA,NA,5.4,NA,OCDA,OCDA_FL1S,OCDA_FL1S_P4,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Flank1,Shallow,31,Spis_19,NA,NA,P4,NA,Davies,15:00,Zoe Meziere,31,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH120A,BLCH120A,-18.805575,147.66835,Mean of StakeA and StakeB,NA,NA,NA,NA,5.4,NA,OCDA,OCDA_FL1S,OCDA_FL1S_P4,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Flank1,Shallow,5,Spis_20,NA,NA,P4,NA,Davies,15:00,Zoe Meziere,31,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH118A,BLCH118A,-18.805575,147.66835,Mean of StakeA and StakeB,NA,NA,NA,NA,5.4,NA,OCDA,OCDA_FL1S,OCDA_FL1S_P4,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Flank1,Shallow,10,Spis_22,NA,NA,P4,NA,Davies,15:00,Zoe Meziere,31,3,2022,NA,NA,NA,NA,C2.5,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH35A,BLCH35A,-18.819682,147.663926,Mean of StakeA and StakeB,NA,NA,NA,NA,9.8,NA,OCDA,OCDA_FR1D,OCDA_FR1D_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Front1,Deep,5,Spis_9,NA,NA,P4,P1,Davies,10:00,Zoe Meziere,29,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH38A,BLCH38A,-18.819682,147.663926,Mean of StakeA and StakeB,NA,NA,NA,NA,9.8,NA,OCDA,OCDA_FR1D,OCDA_FR1D_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Front1,Deep,3,Spis_15,NA,NA,P4,P1,Davies,10:00,Zoe Meziere,29,3,2022,NA,NA,NA,NA,C1,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH41A,BLCH41A,-18.819682,147.663926,Mean of StakeA and StakeB,NA,NA,NA,NA,9.8,NA,OCDA,OCDA_FR1D,OCDA_FR1D_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Front1,Deep,18,Spis_18,NA,NA,P4,P1,Davies,10:00,Zoe Meziere,29,3,2022,NA,NA,NA,NA,D1,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH32A,BLCH32A,-18.819488,147.663784,Mean of StakeA and StakeB,NA,NA,NA,NA,5.5,NA,OCDA,OCDA_FR1S,OCDA_FR1S_P2,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Front1,Shallow,7,Spis_15,NA,NA,P3,P2,Davies,16:30,Zoe Meziere,28,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH31A,BLCH31A,-18.819488,147.663784,Mean of StakeA and StakeB,NA,NA,NA,NA,5.5,NA,OCDA,OCDA_FR1S,OCDA_FR1S_P2,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Front1,Shallow,4,Spis_17,NA,NA,P3,P2,Davies,16:30,Zoe Meziere,28,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-OCDA-BLCH22A,BLCH22A,-18.819619,147.663714,Mean of StakeA and StakeB,NA,NA,NA,NA,4.9,NA,OCDA,OCDA_FR1S,OCDA_FR1S_P1,ECO03_BLCH,Stylophora pistillata,Spis,NA,NA,NA,Offshore Central GBR,Davies,Front1,Shallow,16,Spis_15,NA,NA,P4,P1,Davies,16:30,Zoe Meziere,28,3,2022,NA,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
